2 6.200000e-02 2.642409e+02 4.010000e+00 2.281000e+01 2.294768e+01 3.858949e+00  2.182095e-01  8.619403e+01  4.307117e-02 -1.729950e+02 -8.669144e-01  2.832836e-01 0 14428	  246.488327  278.000397 -22.8653774  14.4168491  0.061999999	1432.53   1380.28   0	35956.6
2 7.200000e-02 1.651962e+02 1.190000e+00 2.255000e+01 2.327365e+01 1.553578e+00  2.863980e-01  1.310021e+02  6.827481e-02 -1.744367e+02 -4.895263e-01  2.389300e-01 0 21703	  282.910126  325.115814 -21.6407204  15.9914694  0.0719999969	1708.45   1569.97   0	8193.9
2 8.200000e-02 1.559553e+02 4.010000e+00 2.251000e+01 2.193714e+01 1.339839e+00  2.997531e-01 -1.901642e+01  5.930104e-02 -1.202890e+02  1.881534e-01  1.275117e-01 0 31711	  318.475311  372.84671 -21.497221  16.4424324  0.0820000023	1432.53   1363.75   0	35956.6
2 8.400000e-02 1.725838e+02 1.890000e+00 2.209000e+01 2.140345e+01 1.788124e+00  3.209525e-01  1.544568e+02  6.519084e-02  1.359098e+02  3.275911e-01 -2.698931e-01 0 34331	  325.486664  382.465057 -21.7644787  16.2324791  0.0839999989	1735.9   1613.81   0	14498.4
2 9.600000e-02 2.449063e+02 3.080000e+00 2.177000e+01 2.081230e+01 3.250252e+00  1.280685e-01  6.605098e+01  5.353751e-02 -1.389056e+02 -3.555227e-02 -4.760428e-01 0 51810	  366.86554  440.684723 -22.6915607  15.6250792  0.0960000008	1576.27   1477.72   0	26239.2
2 1.140000e-01 1.541700e+02 1.610000e+00 1.999000e+01 1.843945e+01 1.111688e+00  3.515839e-01  4.412341e+01  8.975841e-02  1.176485e+02 -8.977614e-02 -5.239099e-02 0 83414	  426.772461  529.622864 -21.4910202  17.242815  0.114	1747.5   1565.34   0	11904.1
2 1.280000e-01 1.135011e+02 1.060000e+00 2.319000e+01 2.311888e+01 6.968272e-01  2.432515e-01  1.530029e+02  7.510341e-02  1.220065e+02 -1.656299e-01  1.122722e-01 0 115074	  471.641754  600.109436 -20.6982002  18.3209515  0.128000006	1673.38   1415.12   0	7101.16
2 1.300000e-01 2.471724e+02 2.080000e+00 2.271000e+01 2.187704e+01 3.266804e+00  1.890702e-01 -1.455595e+02  1.368733e-01  1.111937e+02  2.226522e-01  4.874033e-01 0 125027	  477.932434  610.271912 -22.7412186  16.3163967  0.129999995	1718.51   1543.17   0	16302.5
2 1.380000e-01 2.009093e+02 2.230000e+00 2.267000e+01 2.245241e+01 2.137160e+00  1.228137e-01  1.416722e+02  7.074275e-02 -9.927816e+01  2.850695e-01  3.369070e-01 0 147709	  502.80249  651.151367 -22.2036209  17.0027885  0.137999997	1701.2   1524.06   0	17748.4
2 1.480000e-01 1.853532e+02 1.840000e+00 2.109000e+01 2.132645e+01 1.877594e+00  3.160502e-01 -1.520115e+02  1.271122e-01 -7.408778e+01  2.119813e-02 -4.816578e-01 0 180815	  533.239136  702.757996 -21.9997215  17.3823071  0.148000002	1739.41   1523.86   0	14029.4
4 1.540000e-01 1.811340e+02 1.260000e+00 2.043000e+01 2.052811e+01 2.006079e+00  7.779974e-01  1.529129e+02  3.970619e-02  5.792531e+01 -2.260283e-01 -1.396926e-02 0 202550	  551.162354  733.99176 -21.943819  17.5386353  0.153999999	1721.88   1440.44   0	8794.67
2 1.660000e-01 1.905461e+02 1.530000e+00 2.115000e+01 2.246155e+01 1.797411e+00  1.201948e-01 -2.410178e+01  1.887378e-02  1.656268e+02 -6.312735e-01 -2.672567e-01 0 252314	  586.267517  797.063538 -22.085701  17.5877647  0.165999994	1746.5   1476.3   0	11179.2
2 1.680000e-01 2.023019e+02 7.200000e-01 2.049000e+01 2.004573e+01 1.647839e+00  5.612002e-01 -3.979099e+01  6.293259e-02  7.536340e+01  3.086169e-01 -1.220498e-01 0 261683	  592.024109  807.653442 -22.2442398  17.4598846  0.167999998	1490.32   1088.3   0	4408.96
2 1.700000e-01 1.981527e+02 1.140000e+00 1.979000e+01 2.117482e+01 1.810708e+00  2.362729e-03  1.414156e+02  4.942121e-02 -1.259918e+02 -2.790920e-01  6.534068e-01 0 270642	  597.752808  818.263794 -22.1913795  17.543087  0.170000002	1696.68   1369.87   0	7770.12
2 1.740000e-01 1.294196e+02 6.800000e-01 2.103000e+01 2.134235e+01 7.060720e-01  4.736329e-01 -1.349654e+02  8.003578e-02 -1.646348e+02  1.632614e-01  9.897474e-03 0 284363	  609.13324  839.553772 -21.0769806  18.7172623  0.173999995	1456.65   1030.98   0	4111.25
2 1.820000e-01 2.500345e+02 2.110000e+00 2.277000e+01 2.261355e+01 3.177474e+00  1.574301e-01  6.438600e+01  7.536626e-02  1.345435e+02  8.542685e-02  7.838489e-01 0 331285	  631.576843  882.391235 -22.8104191  17.0998859  0.181999996	1715.29   1475.25   0	16590.5
2 1.940000e-01 1.803018e+02 2.890000e+00 2.353000e+01 2.265070e+01 1.710945e+00  6.654303e-02  5.801453e+01  7.166604e-02 -1.239478e+01 -2.108784e-01  1.617220e-01 0 394519	  664.471741  947.294861 -21.9617386  18.1146889  0.194000006	1606.08   1402.12   0	24303.4
2 1.960000e-01 1.264736e+02 1.110000e+00 2.077000e+01 2.087252e+01 7.405570e-01  4.612631e-01  1.026872e+02  5.889012e-02 -1.543400e+02  7.809649e-02 -2.324604e-01 0 400908	  669.863464  958.18335 -21.0330791  19.0701637  0.195999995	1688.59   1308.89   0	7517.77
2 1.960000e-01 1.432188e+02 2.400000e+00 2.077000e+01 1.999433e+01 9.332131e-01  1.968031e-01 -1.290862e+02  3.295278e-02  1.985506e+01  3.347103e-02 -9.864847e-02 0 402741	  669.863464  958.18335 -21.3592377  18.7440052  0.195999995	1678.98   1443.34   0	19409
2 1.980000e-01 2.594179e+02 1.300000e+00 1.975000e+01 2.120094e+01 2.988821e+00  4.659888e-01 -1.159780e+02  5.960132e-02 -1.683155e+02  2.220943e-01 -1.181730e+00 0 421360	  675.234192  969.098755 -22.9190598  17.2107792  0.197999999	1728.02   1376.31   0	9141.23
2 2.000000e-01 2.051162e+02 2.160000e+00 2.449000e+01 2.290721e+01 1.882717e+00  2.784123e-01 -3.915880e+01  5.159786e-02  7.538537e+01  1.176923e-01 -6.849588e-02 0 431864	  680.579895  980.035156 -22.3044796  17.8517303  0.200000003	1709.61   1451.17   0	17071.5
